"created_date","complaint_type","borough","agency_name","status"
"2026-05-04T00:16:40.000","Noise - Commercial","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:16:25.000","Street Condition","QUEENS","Department of Transportation","Pending"
"2026-05-04T00:16:22.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:16:10.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:16:07.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:16:03.000","APPLIANCE","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T00:16:03.000","UNSANITARY CONDITION","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T00:16:01.000","APPLIANCE","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T00:15:55.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:15:07.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:14:56.000","Abandoned Bike","BROOKLYN","Department of Sanitation","Closed"
"2026-05-04T00:14:48.000","Noise - Residential","STATEN ISLAND","New York City Police Department","Closed"
"2026-05-04T00:14:43.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:14:39.000","Elevator","QUEENS","Department of Buildings","Open"
"2026-05-04T00:14:04.000","Noise - Residential","QUEENS","New York City Police Department","Closed"
"2026-05-04T00:13:58.000","Street Condition","MANHATTAN","Department of Transportation","Open"
"2026-05-04T00:13:58.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:13:57.000","Noise - Vehicle","QUEENS","New York City Police Department","Closed"
"2026-05-04T00:13:51.000","Noise - Vehicle","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T00:13:42.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:13:32.000","Noise - Residential","QUEENS","New York City Police Department","Closed"
"2026-05-04T00:13:28.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:13:02.000","Noise - Commercial","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T00:12:48.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:12:38.000","Noise - Vehicle","QUEENS","New York City Police Department","Closed"
"2026-05-04T00:12:10.000","Consumer Complaint","MANHATTAN","Department of Consumer and Worker Protection","In Progress"
"2026-05-04T00:11:52.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:11:28.000","General Construction/Plumbing","BROOKLYN","Department of Buildings","Open"
"2026-05-04T00:11:16.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:10:45.000","Illegal Parking","BRONX","New York City Police Department","Closed"
"2026-05-04T00:10:41.000","Drug Activity","QUEENS","New York City Police Department","Closed"
"2026-05-04T00:10:25.000","Noise - Vehicle","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:10:12.000","HEAT/HOT WATER","BRONX","Department of Housing Preservation and Development","Closed"
"2026-05-04T00:10:08.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:10:02.000","HEAT/HOT WATER","MANHATTAN","Department of Housing Preservation and Development","Closed"
"2026-05-04T00:10:00.000","Noise","MANHATTAN","Department of Environmental Protection","Started"
"2026-05-04T00:10:00.000","Street Light Condition","BROOKLYN","Department of Transportation","Open"
"2026-05-04T00:09:07.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:09:03.000","Noise - Street/Sidewalk","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T00:08:28.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:08:17.000","Noise - Vehicle","BRONX","New York City Police Department","Closed"
"2026-05-04T00:08:13.000","Noise - Vehicle","QUEENS","New York City Police Department","Closed"
"2026-05-04T00:08:00.000","Water System","QUEENS","Department of Environmental Protection","Closed"
"2026-05-04T00:07:54.000","Noise - Street/Sidewalk","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T00:07:54.000","Noise - Residential","QUEENS","New York City Police Department","In Progress"
"2026-05-04T00:07:53.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:07:40.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T00:07:40.000","Noise - Residential","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T00:07:34.000","Noise - Commercial","BRONX","New York City Police Department","Closed"
"2026-05-04T00:07:28.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:07:20.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:07:15.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:07:12.000","Noise - Vehicle","BRONX","New York City Police Department","Closed"
"2026-05-04T00:06:59.000","HEAT/HOT WATER","BRONX","Department of Housing Preservation and Development","Closed"
"2026-05-04T00:06:58.000","HEAT/HOT WATER","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T00:06:49.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:06:16.000","Noise - Residential","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T00:06:16.000","Noise - Vehicle","BRONX","New York City Police Department","Closed"
"2026-05-04T00:06:12.000","Taxi Complaint","MANHATTAN","Taxi and Limousine Commission","In Progress"
"2026-05-04T00:06:04.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:05:17.000","Overgrown Tree/Branches","QUEENS","Department of Parks and Recreation","In Progress"
"2026-05-04T00:05:17.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:04:52.000","Noise - Street/Sidewalk","BRONX","New York City Police Department","Closed"
"2026-05-04T00:04:44.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:04:06.000","Noise - Vehicle","BRONX","New York City Police Department","Closed"
"2026-05-04T00:03:58.000","DOOR/WINDOW","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T00:03:55.000","Missed Collection","MANHATTAN","Department of Sanitation","In Progress"
"2026-05-04T00:03:51.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T00:03:51.000","Encampment","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T00:03:27.000","Noise - Vehicle","BRONX","New York City Police Department","Closed"
"2026-05-04T00:03:18.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:02:47.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T00:02:30.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:02:30.000","Obstruction","BROOKLYN","Department of Sanitation","In Progress"
"2026-05-04T00:02:04.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T00:01:00.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:00:57.000","PLUMBING","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T00:00:37.000","Noise - Residential","QUEENS","New York City Police Department","In Progress"
"2026-05-04T00:00:25.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:00:23.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:00:22.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:00:05.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T00:00:00.000","Traffic Signal Condition","STATEN ISLAND","Department of Transportation","Closed"
"2026-05-03T23:59:59.000","Noise - Residential","QUEENS","New York City Police Department","Closed"
"2026-05-03T23:59:30.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-03T23:59:18.000","Blocked Driveway","QUEENS","New York City Police Department","Closed"
"2026-05-03T23:59:00.000","Lead","BROOKLYN","Department of Environmental Protection","Open"
"2026-05-03T23:58:44.000","Noise - Residential","QUEENS","New York City Police Department","Closed"
"2026-05-03T23:58:37.000","HEAT/HOT WATER","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-03T23:58:13.000","Noise - Commercial","BROOKLYN","New York City Police Department","Closed"
"2026-05-03T23:58:04.000","Blocked Driveway","BRONX","New York City Police Department","Closed"
"2026-05-03T23:57:48.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-03T23:57:46.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-03T23:57:40.000","Non-Emergency Police Matter","BRONX","New York City Police Department","Closed"
"2026-05-03T23:57:09.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-03T23:56:58.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-03T23:56:43.000","Consumer Complaint","MANHATTAN","Department of Consumer and Worker Protection","Closed"
"2026-05-03T23:56:38.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-03T23:56:25.000","Building/Use","BROOKLYN","Department of Buildings","Open"
"2026-05-03T23:56:13.000","Noise - Street/Sidewalk","BRONX","New York City Police Department","Closed"
"2026-05-03T23:55:57.000","Noise - Residential","QUEENS","New York City Police Department","Closed"
"2026-05-03T23:55:40.000","Blocked Driveway","BRONX","New York City Police Department","Closed"
"2026-05-03T23:55:35.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-03T23:55:09.000","Illegal Parking","STATEN ISLAND","New York City Police Department","Closed"
"2026-05-03T23:54:55.000","DOOR/WINDOW","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-03T23:54:55.000","DOOR/WINDOW","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-03T23:54:52.000","DOOR/WINDOW","QUEENS","Department of Housing Preservation and Development","Open"
"2026-05-03T23:54:44.000","Noise - Street/Sidewalk","BRONX","New York City Police Department","Closed"
"2026-05-03T23:54:35.000","Noise - Street/Sidewalk","BRONX","New York City Police Department","Closed"
"2026-05-03T23:54:32.000","Noise - Commercial","BRONX","New York City Police Department","Closed"
"2026-05-03T23:54:30.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-03T23:54:23.000","Noise - Street/Sidewalk","MANHATTAN","New York City Police Department","Closed"
"2026-05-03T23:54:13.000","Noise - Vehicle","QUEENS","New York City Police Department","Closed"
"2026-05-03T23:54:13.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-03T23:53:52.000","Taxi Report","QUEENS","Taxi and Limousine Commission","In Progress"
"2026-05-03T23:53:32.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-03T23:53:25.000","Emergency Response Team (ERT)","MANHATTAN","Department of Buildings","Closed"
"2026-05-03T23:53:09.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-03T23:51:53.000","HEAT/HOT WATER","BROOKLYN","Department of Housing Preservation and Development","Closed"
"2026-05-03T23:51:42.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-03T23:51:27.000","Noise - Street/Sidewalk","BRONX","New York City Police Department","Closed"
"2026-05-03T23:51:17.000","Homeless Person Assistance","BROOKLYN","Department of Homeless Services","In Progress"
"2026-05-03T23:51:07.000","Noise - Vehicle","BRONX","New York City Police Department","Closed"
"2026-05-03T23:51:00.000","Sewer","QUEENS","Department of Environmental Protection","Closed"
"2026-05-03T23:50:48.000","Illegal Parking","BRONX","New York City Police Department","Closed"
"2026-05-03T23:50:23.000","Noise - Residential","MANHATTAN","New York City Police Department","Closed"
"2026-05-03T23:50:02.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-03T23:49:53.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-03T23:49:38.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-03T23:49:14.000","WATER LEAK","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-03T23:49:14.000","Non-Emergency Police Matter","QUEENS","New York City Police Department","Closed"
"2026-05-03T23:48:58.000","HEAT/HOT WATER","BROOKLYN","Department of Housing Preservation and Development","Closed"
"2026-05-03T23:48:57.000","Noise - Vehicle","BRONX","New York City Police Department","Closed"
"2026-05-03T23:48:29.000","Indoor Air Quality","BROOKLYN","Department of Health and Mental Hygiene","In Progress"
"2026-05-03T23:47:59.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-03T23:47:41.000","Illegal Dumping","BROOKLYN","Department of Sanitation","Closed"
"2026-05-03T23:47:19.000","Noise - Residential","MANHATTAN","New York City Police Department","Closed"
"2026-05-03T23:47:18.000","Noise - Commercial","BROOKLYN","New York City Police Department","Closed"
"2026-05-03T23:47:02.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-03T23:47:00.000","Traffic Signal Condition","BROOKLYN","Department of Transportation","Closed"
"2026-05-03T23:47:00.000","Water System","BROOKLYN","Department of Environmental Protection","Closed"
