"created_date","complaint_type","borough","agency_name","status"
"2026-05-04T13:58:07.000","Unsanitary Animal Pvt Property","BROOKLYN","Department of Health and Mental Hygiene","In Progress"
"2026-05-04T13:57:58.000","Dirty Condition","BROOKLYN","Department of Sanitation","In Progress"
"2026-05-04T13:57:57.000","Illegal Parking","BRONX","New York City Police Department","Closed"
"2026-05-04T13:57:29.000","Illegal Parking","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T13:57:27.000","Indoor Air Quality","QUEENS","Department of Health and Mental Hygiene","In Progress"
"2026-05-04T13:57:12.000","Maintenance or Facility","BROOKLYN","Department of Parks and Recreation","In Progress"
"2026-05-04T13:57:08.000","Blocked Driveway","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:57:02.000","Elevator","BROOKLYN","Department of Buildings","Open"
"2026-05-04T13:56:56.000","Illegal Parking","QUEENS","New York City Police Department","In Progress"
"2026-05-04T13:56:50.000","Sidewalk Condition","QUEENS","Department of Transportation","In Progress"
"2026-05-04T13:56:49.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:56:45.000","Overgrown Tree/Branches","BROOKLYN","Department of Parks and Recreation","In Progress"
"2026-05-04T13:56:38.000","Street Condition","BRONX","Department of Transportation","Closed"
"2026-05-04T13:56:33.000","Elevator","BRONX","Department of Buildings","Open"
"2026-05-04T13:56:28.000","Street Sign - Damaged","BROOKLYN","Department of Transportation","In Progress"
"2026-05-04T13:56:20.000","FLOORING/STAIRS","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:56:20.000","APPLIANCE","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:56:20.000","PAINT/PLASTER","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:56:20.000","APPLIANCE","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:56:19.000","UNSANITARY CONDITION","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:56:18.000","HEAT/HOT WATER","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:56:17.000","UNSANITARY CONDITION","QUEENS","Department of Housing Preservation and Development","Open"
"2026-05-04T13:56:17.000","UNSANITARY CONDITION","QUEENS","Department of Housing Preservation and Development","Open"
"2026-05-04T13:56:17.000","UNSANITARY CONDITION","QUEENS","Department of Housing Preservation and Development","Open"
"2026-05-04T13:56:15.000","Illegal Posting","QUEENS","Department of Sanitation","In Progress"
"2026-05-04T13:56:00.000","Noise","MANHATTAN","Department of Environmental Protection","Open"
"2026-05-04T13:55:59.000","Illegal Parking","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T13:55:56.000","For Hire Vehicle Complaint","QUEENS","Taxi and Limousine Commission","In Progress"
"2026-05-04T13:55:38.000","Ferry Inquiry","Unspecified","Department of Transportation","In Progress"
"2026-05-04T13:55:25.000","Non-Emergency Police Matter","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:55:21.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:55:04.000","Animal in a Park","MANHATTAN","Department of Parks and Recreation","Closed"
"2026-05-04T13:55:00.000","Street Condition","QUEENS","Department of Transportation","Pending"
"2026-05-04T13:54:54.000","Urinating in Public","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T13:54:51.000","Overgrown Tree/Branches","BROOKLYN","Department of Parks and Recreation","In Progress"
"2026-05-04T13:54:46.000","Damaged Tree","BROOKLYN","Department of Parks and Recreation","In Progress"
"2026-05-04T13:54:41.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:54:37.000","Unsanitary Animal Pvt Property","BRONX","Department of Health and Mental Hygiene","In Progress"
"2026-05-04T13:54:31.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T13:54:29.000","Abandoned Vehicle","BRONX","New York City Police Department","Closed"
"2026-05-04T13:53:59.000","GENERAL","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:53:59.000","GENERAL","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:53:59.000","UNSANITARY CONDITION","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:53:41.000","Street Condition","MANHATTAN","Department of Transportation","Open"
"2026-05-04T13:53:34.000","UNSANITARY CONDITION","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:53:33.000","Rodent","BROOKLYN","Department of Health and Mental Hygiene","In Progress"
"2026-05-04T13:53:21.000","HEAT/HOT WATER","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:53:21.000","APPLIANCE","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:53:20.000","ELECTRIC","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:53:19.000","PAINT/PLASTER","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:53:19.000","FLOORING/STAIRS","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:53:19.000","SAFETY","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:53:19.000","HEAT/HOT WATER","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:53:19.000","WATER LEAK","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:53:13.000","UNSANITARY CONDITION","QUEENS","Department of Housing Preservation and Development","Open"
"2026-05-04T13:53:12.000","UNSANITARY CONDITION","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:53:12.000","GENERAL","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:53:11.000","GENERAL","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:53:03.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:53:00.000","Water System","BROOKLYN","Department of Environmental Protection","Open"
"2026-05-04T13:52:54.000","Blocked Driveway","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:52:54.000","Illegal Parking","BROOKLYN","New York City Police Department","In Progress"
"2026-05-04T13:52:50.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:52:48.000","Damaged Tree","MANHATTAN","Department of Parks and Recreation","In Progress"
"2026-05-04T13:52:47.000","Illegal Parking","QUEENS","New York City Police Department","In Progress"
"2026-05-04T13:52:29.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T13:52:29.000","Homeless Person Assistance","MANHATTAN","Department of Homeless Services","Closed"
"2026-05-04T13:52:26.000","Consumer Complaint","QUEENS","Department of Consumer and Worker Protection","In Progress"
"2026-05-04T13:52:25.000","Abandoned Vehicle","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:52:10.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:52:03.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:51:41.000","Noise - Residential","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T13:51:07.000","Missed Collection","QUEENS","Department of Sanitation","In Progress"
"2026-05-04T13:51:01.000","Sidewalk Condition","BROOKLYN","Department of Transportation","In Progress"
"2026-05-04T13:50:57.000","Street Condition","BROOKLYN","Department of Transportation","In Progress"
"2026-05-04T13:50:54.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:50:49.000","Illegal Parking","BRONX","New York City Police Department","Closed"
"2026-05-04T13:50:46.000","Illegal Parking","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T13:50:37.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:50:25.000","Illegal Parking","BRONX","New York City Police Department","Closed"
"2026-05-04T13:50:16.000","Illegal Dumping","QUEENS","Department of Sanitation","In Progress"
"2026-05-04T13:50:13.000","ELECTRIC","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:50:12.000","DOOR/WINDOW","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:50:07.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:50:06.000","Street Condition","QUEENS","Department of Transportation","In Progress"
"2026-05-04T13:50:05.000","Elevator","BRONX","Department of Buildings","Open"
"2026-05-04T13:50:04.000","GENERAL","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:50:04.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:50:04.000","Street Condition","BRONX","Department of Transportation","Closed"
"2026-05-04T13:50:00.000","Water System","MANHATTAN","Department of Environmental Protection","Open"
"2026-05-04T13:50:00.000","Noise","BROOKLYN","Department of Environmental Protection","Open"
"2026-05-04T13:49:48.000","Non-Emergency Police Matter","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:49:42.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:49:38.000","General Construction/Plumbing","STATEN ISLAND","Department of Buildings","Assigned"
"2026-05-04T13:49:33.000","Illegal Parking","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T13:49:12.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:49:07.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:49:00.000","Sewer","BRONX","Department of Environmental Protection","Closed"
"2026-05-04T13:49:00.000","Hazardous Materials","BROOKLYN","Department of Environmental Protection","Open"
"2026-05-04T13:48:37.000","Street Sweeping Complaint","BROOKLYN","Department of Sanitation","In Progress"
"2026-05-04T13:48:23.000","For Hire Vehicle Complaint","BROOKLYN","Taxi and Limousine Commission","In Progress"
"2026-05-04T13:48:18.000","Noise - Residential","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:48:12.000","Consumer Complaint","BRONX","Department of Consumer and Worker Protection","In Progress"
"2026-05-04T13:47:54.000","Overgrown Tree/Branches","BROOKLYN","Department of Parks and Recreation","In Progress"
"2026-05-04T13:47:43.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:47:36.000","Illegal Parking","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T13:47:32.000","Illegal Parking","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T13:47:25.000","Blocked Driveway","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:47:05.000","UNSANITARY CONDITION","QUEENS","Department of Housing Preservation and Development","Open"
"2026-05-04T13:47:05.000","UNSANITARY CONDITION","QUEENS","Department of Housing Preservation and Development","Open"
"2026-05-04T13:47:05.000","UNSANITARY CONDITION","QUEENS","Department of Housing Preservation and Development","Open"
"2026-05-04T13:46:22.000","Overgrown Tree/Branches","QUEENS","Department of Parks and Recreation","Closed"
"2026-05-04T13:46:22.000","Illegal Parking","BROOKLYN","New York City Police Department","In Progress"
"2026-05-04T13:46:14.000","Overgrown Tree/Branches","BROOKLYN","Department of Parks and Recreation","In Progress"
"2026-05-04T13:46:12.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:46:07.000","General Construction/Plumbing","STATEN ISLAND","Department of Buildings","Open"
"2026-05-04T13:46:07.000","General Construction/Plumbing","BRONX","Department of Buildings","Open"
"2026-05-04T13:46:07.000","Elevator","BRONX","Department of Buildings","Open"
"2026-05-04T13:46:07.000","Encampment","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T13:46:07.000","Encampment","MANHATTAN","Department of Homeless Services","In Progress"
"2026-05-04T13:46:01.000","Violation of Park Rules","BRONX","Department of Parks and Recreation","Closed"
"2026-05-04T13:45:59.000","Panhandling","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T13:45:40.000","Blocked Driveway","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:45:39.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:45:23.000","Sidewalk Condition","QUEENS","Department of Transportation","In Progress"
"2026-05-04T13:45:13.000","Illegal Posting","QUEENS","Department of Sanitation","In Progress"
"2026-05-04T13:45:09.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T13:45:05.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:45:01.000","Overgrown Tree/Branches","QUEENS","Department of Parks and Recreation","In Progress"
"2026-05-04T13:45:00.000","Derelict Vehicles","QUEENS","Department of Sanitation","Closed"
"2026-05-04T13:45:00.000","Noise","MANHATTAN","Department of Environmental Protection","Open"
"2026-05-04T13:44:57.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:44:46.000","Blocked Driveway","BRONX","New York City Police Department","Closed"
"2026-05-04T13:44:44.000","Illegal Parking","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T13:44:39.000","Encampment","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T13:44:32.000","Consumer Complaint","BRONX","Department of Consumer and Worker Protection","In Progress"
"2026-05-04T13:44:22.000","WATER LEAK","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:44:22.000","PLUMBING","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:44:22.000","PLUMBING","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:44:22.000","PAINT/PLASTER","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:44:22.000","PAINT/PLASTER","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:44:22.000","DOOR/WINDOW","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:44:22.000","UNSANITARY CONDITION","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:43:42.000","Abandoned Vehicle","QUEENS","New York City Police Department","In Progress"
"2026-05-04T13:43:32.000","Root/Sewer/Sidewalk Condition","BRONX","Department of Parks and Recreation","In Progress"
"2026-05-04T13:43:14.000","Indoor Air Quality","BROOKLYN","Department of Health and Mental Hygiene","In Progress"
"2026-05-04T13:43:06.000","General Construction/Plumbing","BROOKLYN","Department of Buildings","Closed"
"2026-05-04T13:43:00.000","Derelict Vehicles","BRONX","Department of Sanitation","Closed"
"2026-05-04T13:42:57.000","Illegal Dumping","QUEENS","Department of Sanitation","In Progress"
"2026-05-04T13:42:45.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:42:21.000","Illegal Parking","BRONX","New York City Police Department","Closed"
"2026-05-04T13:42:14.000","Outdoor Dining","MANHATTAN","Department of Transportation","In Progress"
"2026-05-04T13:42:12.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:42:11.000","Noise - Residential","STATEN ISLAND","New York City Police Department","Closed"
"2026-05-04T13:42:04.000","Sidewalk Condition","MANHATTAN","Department of Transportation","In Progress"
"2026-05-04T13:42:03.000","Illegal Parking","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T13:42:00.000","Sewer","BROOKLYN","Department of Environmental Protection","Open"
"2026-05-04T13:41:52.000","Homeless Person Assistance","MANHATTAN","Department of Homeless Services","Closed"
"2026-05-04T13:41:46.000","Illegal Parking","BRONX","New York City Police Department","Closed"
"2026-05-04T13:41:42.000","Blocked Driveway","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:41:41.000","Obstruction","QUEENS","Department of Sanitation","In Progress"
"2026-05-04T13:41:35.000","Noise - Residential","QUEENS","New York City Police Department","In Progress"
"2026-05-04T13:41:25.000","Vendor Enforcement","BRONX","Department of Sanitation","Closed"
"2026-05-04T13:41:16.000","Blocked Driveway","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:41:02.000","ELECTRIC","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:41:01.000","Illegal Parking","BRONX","New York City Police Department","Closed"
"2026-05-04T13:41:00.000","Water System","BROOKLYN","Department of Environmental Protection","Open"
"2026-05-04T13:40:54.000","GENERAL","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:40:54.000","ELECTRIC","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:40:17.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:40:06.000","General Construction/Plumbing","QUEENS","Department of Buildings","Open"
"2026-05-04T13:40:05.000","UNSANITARY CONDITION","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:40:01.000","Street Condition","MANHATTAN","Department of Transportation","Closed"
"2026-05-04T13:40:00.000","Abandoned Vehicle","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:39:52.000","Violation of Park Rules","MANHATTAN","Department of Parks and Recreation","Closed"
"2026-05-04T13:39:33.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:39:05.000","Maintenance or Facility","MANHATTAN","Department of Parks and Recreation","In Progress"
"2026-05-04T13:39:03.000","Street Condition","BROOKLYN","Department of Transportation","In Progress"
"2026-05-04T13:38:42.000","PLUMBING","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:38:42.000","DOOR/WINDOW","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:38:39.000","ELECTRIC","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:38:39.000","PAINT/PLASTER","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:38:31.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:38:31.000","Illegal Parking","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T13:38:15.000","WATER LEAK","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:38:15.000","GENERAL","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:38:15.000","UNSANITARY CONDITION","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:38:15.000","PAINT/PLASTER","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:38:12.000","PLUMBING","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:38:04.000","Illegal Parking","STATEN ISLAND","New York City Police Department","Closed"
"2026-05-04T13:37:54.000","PLUMBING","QUEENS","Department of Housing Preservation and Development","Open"
"2026-05-04T13:37:53.000","HEAT/HOT WATER","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:37:34.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:37:21.000","Outdoor Dining","MANHATTAN","Department of Transportation","In Progress"
"2026-05-04T13:37:13.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:37:05.000","Elevator","QUEENS","Department of Buildings","Open"
"2026-05-04T13:37:05.000","Building/Use","QUEENS","Department of Buildings","Open"
"2026-05-04T13:36:34.000","Illegal Parking","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T13:36:24.000","Damaged Tree","BRONX","Department of Parks and Recreation","In Progress"
"2026-05-04T13:36:00.000","Noise","BROOKLYN","Department of Environmental Protection","Started"
"2026-05-04T13:35:30.000","New Tree Request","BROOKLYN","Department of Parks and Recreation","In Progress"
"2026-05-04T13:35:28.000","Indoor Air Quality","BROOKLYN","Department of Health and Mental Hygiene","In Progress"
"2026-05-04T13:35:24.000","PLUMBING","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:35:23.000","Blocked Driveway","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T13:35:18.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:35:07.000","Residential Disposal Complaint","BROOKLYN","Department of Sanitation","Closed"
"2026-05-04T13:35:05.000","Non-Emergency Police Matter","QUEENS","New York City Police Department","In Progress"
"2026-05-04T13:35:00.000","Sewer","BROOKLYN","Department of Environmental Protection","Open"
"2026-05-04T13:35:00.000","Water System","QUEENS","Department of Environmental Protection","Closed"
"2026-05-04T13:34:59.000","DOOR/WINDOW","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:34:59.000","FLOORING/STAIRS","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:34:59.000","GENERAL","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:34:59.000","DOOR/WINDOW","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:34:59.000","UNSANITARY CONDITION","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:34:59.000","APPLIANCE","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:34:59.000","PAINT/PLASTER","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:34:59.000","UNSANITARY CONDITION","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:34:55.000","Obstruction","QUEENS","Department of Sanitation","Closed"
"2026-05-04T13:34:54.000","Illegal Dumping","BRONX","Department of Sanitation","In Progress"
"2026-05-04T13:34:52.000","SAFETY","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:34:52.000","SAFETY","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:34:44.000","Illegal Parking","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T13:34:34.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:34:22.000","HEAT/HOT WATER","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:34:21.000","APPLIANCE","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:34:21.000","HEAT/HOT WATER","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:34:14.000","Illegal Parking","STATEN ISLAND","New York City Police Department","Closed"
"2026-05-04T13:34:04.000","General Construction/Plumbing","BRONX","Department of Buildings","Open"
"2026-05-04T13:34:04.000","Elevator","BRONX","Department of Buildings","Open"
"2026-05-04T13:34:02.000","Rodent","BRONX","Department of Health and Mental Hygiene","In Progress"
"2026-05-04T13:34:00.000","Noise","BROOKLYN","Department of Environmental Protection","Started"
"2026-05-04T13:33:54.000","Illegal Dumping","BROOKLYN","Department of Sanitation","In Progress"
"2026-05-04T13:33:54.000","Damaged Tree","BROOKLYN","Department of Parks and Recreation","In Progress"
"2026-05-04T13:33:44.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:33:22.000","Noise - Commercial","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T13:33:17.000","ELECTRIC","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:33:17.000","PAINT/PLASTER","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:33:17.000","WATER LEAK","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:33:13.000","PLUMBING","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:33:02.000","Missed Collection","BROOKLYN","Department of Sanitation","In Progress"
"2026-05-04T13:32:53.000","Rodent","BROOKLYN","Department of Health and Mental Hygiene","In Progress"
"2026-05-04T13:32:29.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:32:25.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:32:08.000","UNSANITARY CONDITION","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:32:08.000","PAINT/PLASTER","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:32:00.000","Sewer","QUEENS","Department of Environmental Protection","Open"
"2026-05-04T13:32:00.000","Noise","BROOKLYN","Department of Environmental Protection","Started"
"2026-05-04T13:31:45.000","Homeless Person Assistance","MANHATTAN","Department of Homeless Services","Closed"
"2026-05-04T13:31:36.000","WATER LEAK","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:31:34.000","Blocked Driveway","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:31:25.000","GENERAL","QUEENS","Department of Housing Preservation and Development","Closed"
"2026-05-04T13:31:23.000","Noise - Residential","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:31:22.000","PLUMBING","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:31:22.000","HEAT/HOT WATER","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:31:22.000","PAINT/PLASTER","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:31:21.000","UNSANITARY CONDITION","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:31:21.000","UNSANITARY CONDITION","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:31:15.000","Street Sweeping Complaint","BROOKLYN","Department of Sanitation","In Progress"
"2026-05-04T13:31:03.000","General Construction/Plumbing","BROOKLYN","Department of Buildings","Open"
"2026-05-04T13:31:02.000","General Construction/Plumbing","BROOKLYN","Department of Buildings","Closed"
"2026-05-04T13:31:00.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:30:58.000","Street Condition","BRONX","Department of Transportation","Open"
"2026-05-04T13:30:56.000","Maintenance or Facility","MANHATTAN","Department of Parks and Recreation","In Progress"
"2026-05-04T13:30:40.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:30:37.000","Blocked Driveway","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:30:29.000","Abandoned Vehicle","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:30:14.000","Noise - Residential","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:30:06.000","Noise - Street/Sidewalk","BRONX","New York City Police Department","Closed"
"2026-05-04T13:30:00.000","Water System","BROOKLYN","Department of Environmental Protection","Open"
"2026-05-04T13:30:00.000","Hazardous Materials","BROOKLYN","Department of Environmental Protection","Open"
"2026-05-04T13:29:59.000","Illegal Dumping","MANHATTAN","Department of Sanitation","In Progress"
"2026-05-04T13:29:55.000","Sidewalk Condition","STATEN ISLAND","Department of Transportation","In Progress"
"2026-05-04T13:29:41.000","Non-Emergency Police Matter","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T13:29:33.000","Overgrown Tree/Branches","STATEN ISLAND","Department of Parks and Recreation","In Progress"
"2026-05-04T13:29:23.000","Consumer Complaint","BRONX","Department of Consumer and Worker Protection","In Progress"
"2026-05-04T13:29:17.000","Sidewalk Condition","QUEENS","Department of Transportation","In Progress"
"2026-05-04T13:29:00.000","Industrial Waste","QUEENS","Department of Environmental Protection","Closed"
"2026-05-04T13:28:50.000","ELECTRIC","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:28:47.000","Illegal Parking","STATEN ISLAND","New York City Police Department","Closed"
"2026-05-04T13:28:44.000","Illegal Parking","BRONX","New York City Police Department","Closed"
"2026-05-04T13:28:33.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:28:16.000","WATER LEAK","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T13:28:12.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T13:28:04.000","GENERAL","QUEENS","Department of Housing Preservation and Development","Closed"
"2026-05-04T13:28:02.000","Consumer Complaint","QUEENS","Department of Consumer and Worker Protection","In Progress"
"2026-05-04T13:28:02.000","General Construction/Plumbing","MANHATTAN","Department of Buildings","Open"
"2026-05-04T13:28:02.000","Rodent","QUEENS","Department of Health and Mental Hygiene","In Progress"
"2026-05-04T13:28:02.000","General Construction/Plumbing","BROOKLYN","Department of Buildings","Open"
"2026-05-04T13:28:02.000","Building/Use","BROOKLYN","Department of Buildings","Open"
"2026-05-04T13:27:59.000","PAINT/PLASTER","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:27:59.000","PAINT/PLASTER","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:27:59.000","PAINT/PLASTER","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:27:59.000","PAINT/PLASTER","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T13:27:59.000","UNSANITARY CONDITION","BRONX","Department of Housing Preservation and Development","Open"
